,neighborhood,date,type,number,price
0,Albany Park,2014-12-20,1 Bedroom Properties,5,76740
0,Albany Park,2014-12-20,1 Bedroom Properties,5,82829
0,Albany Park,2014-12-20,2 Bedroom Properties,27,149012
0,Albany Park,2014-12-20,3 Bedroom Properties,29,308528
0,Albany Park,2014-12-20,3 Bedroom Properties,28,309093
0,Albany Park,2014-12-20,3 Bedroom Properties,28,314604
0,Albany Park,2014-12-20,4 Bedroom Properties,17,452038
0,Albany Park,2014-12-20,5 Bedroom Properties,6,449434
0,Albany Park,2014-12-20,5 Bedroom Properties,6,431198
0,Albany Park,2014-12-20,6 Bedroom Properties,1,369900
0,Albany Park,2014-12-20,7 Bedroom Properties,1,419900
0,Albany Park,2014-12-20,8 Bedroom Properties,1,1850000
0,Albany Park,2014-12-20,All Properties,88,308277
0,Albany Park,2014-12-20,1 Bedroom Properties,5,76740
0,Albany Park,2014-12-20,1 Bedroom Properties,5,82829
0,Albany Park,2014-12-20,2 Bedroom Properties,27,149012
0,Albany Park,2014-12-20,3 Bedroom Properties,29,308528
0,Albany Park,2014-12-20,3 Bedroom Properties,28,309093
0,Albany Park,2014-12-20,3 Bedroom Properties,28,314604
0,Albany Park,2014-12-20,4 Bedroom Properties,17,452038
0,Albany Park,2014-12-20,5 Bedroom Properties,6,449434
0,Albany Park,2014-12-20,5 Bedroom Properties,6,431198
0,Albany Park,2014-12-20,6 Bedroom Properties,1,369900
0,Albany Park,2014-12-20,7 Bedroom Properties,1,419900
0,Albany Park,2014-12-20,8 Bedroom Properties,1,1850000
0,Albany Park,2014-12-27,All Properties,86,305963
0,Albany Park,2014-12-27,1 Bedroom Properties,5,76740
0,Albany Park,2014-12-27,1 Bedroom Properties,5,76740
0,Albany Park,2014-12-27,2 Bedroom Properties,28,151903
0,Albany Park,2014-12-27,2 Bedroom Properties,28,149957
0,Albany Park,2014-12-27,3 Bedroom Properties,25,308872
0,Albany Park,2014-12-27,3 Bedroom Properties,26,308457
0,Albany Park,2014-12-27,3 Bedroom Properties,25,309271
0,Albany Park,2014-12-27,4 Bedroom Properties,15,453083
0,Albany Park,2014-12-27,4 Bedroom Properties,15,459696
0,Albany Park,2014-12-27,5 Bedroom Properties,6,481794
0,Albany Park,2014-12-27,6 Bedroom Properties,1,369900
0,Albany Park,2014-12-27,7 Bedroom Properties,1,419900
0,Albany Park,2014-12-27,8 Bedroom Properties,1,1850000
0,Albany Park,2014-12-27,All Properties,85,299140
0,Albany Park,2014-12-27,1 Bedroom Properties,5,76740
0,Albany Park,2014-12-27,1 Bedroom Properties,5,76740
0,Albany Park,2014-12-27,2 Bedroom Properties,28,151903
0,Albany Park,2014-12-27,2 Bedroom Properties,28,149957
0,Albany Park,2014-12-27,3 Bedroom Properties,25,308872
0,Albany Park,2014-12-27,3 Bedroom Properties,26,308457
0,Albany Park,2014-12-27,3 Bedroom Properties,25,309271
0,Albany Park,2014-12-27,4 Bedroom Properties,15,453083
0,Albany Park,2014-12-27,4 Bedroom Properties,15,459696
0,Albany Park,2014-12-27,5 Bedroom Properties,6,481794
0,Albany Park,2014-12-27,6 Bedroom Properties,1,369900
0,Albany Park,2014-12-27,7 Bedroom Properties,1,419900
0,Albany Park,2014-12-27,8 Bedroom Properties,1,1850000
0,Albany Park,2015-01-03,All Properties,85,285133
0,Albany Park,2015-01-03,1 Bedroom Properties,5,85389
0,Albany Park,2015-01-03,1 Bedroom Properties,5,76740
0,Albany Park,2015-01-03,2 Bedroom Properties,27,153474
0,Albany Park,2015-01-03,2 Bedroom Properties,27,166329
0,Albany Park,2015-01-03,3 Bedroom Properties,26,304358
0,Albany Park,2015-01-03,3 Bedroom Properties,24,299342
0,Albany Park,2015-01-03,4 Bedroom Properties,18,432421
0,Albany Park,2015-01-03,4 Bedroom Properties,16,444345
0,Albany Park,2015-01-03,5 Bedroom Properties,6,474266
0,Albany Park,2015-01-03,5 Bedroom Properties,7,455471
0,Albany Park,2015-01-03,6 Bedroom Properties,1,369900
0,Albany Park,2015-01-03,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-03,All Properties,83,283051
0,Albany Park,2015-01-03,1 Bedroom Properties,5,85389
0,Albany Park,2015-01-03,1 Bedroom Properties,5,76740
0,Albany Park,2015-01-03,2 Bedroom Properties,27,153474
0,Albany Park,2015-01-03,2 Bedroom Properties,27,166329
0,Albany Park,2015-01-03,3 Bedroom Properties,26,304358
0,Albany Park,2015-01-03,3 Bedroom Properties,24,299342
0,Albany Park,2015-01-03,4 Bedroom Properties,18,432421
0,Albany Park,2015-01-03,4 Bedroom Properties,16,444345
0,Albany Park,2015-01-03,5 Bedroom Properties,6,474266
0,Albany Park,2015-01-03,5 Bedroom Properties,7,455471
0,Albany Park,2015-01-03,6 Bedroom Properties,1,369900
0,Albany Park,2015-01-03,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-10,All Properties,77,280558
0,Albany Park,2015-01-10,1 Bedroom Properties,5,85472
0,Albany Park,2015-01-10,1 Bedroom Properties,3,89633
0,Albany Park,2015-01-10,2 Bedroom Properties,24,150846
0,Albany Park,2015-01-10,2 Bedroom Properties,26,149710
0,Albany Park,2015-01-10,3 Bedroom Properties,22,304536
0,Albany Park,2015-01-10,3 Bedroom Properties,22,301157
0,Albany Park,2015-01-10,4 Bedroom Properties,17,425506
0,Albany Park,2015-01-10,4 Bedroom Properties,16,426524
0,Albany Park,2015-01-10,5 Bedroom Properties,5,450356
0,Albany Park,2015-01-10,5 Bedroom Properties,6,451369
0,Albany Park,2015-01-10,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-10,All Properties,77,282896
0,Albany Park,2015-01-10,1 Bedroom Properties,5,85472
0,Albany Park,2015-01-10,1 Bedroom Properties,3,89633
0,Albany Park,2015-01-10,2 Bedroom Properties,24,150846
0,Albany Park,2015-01-10,2 Bedroom Properties,26,149710
0,Albany Park,2015-01-10,3 Bedroom Properties,22,304536
0,Albany Park,2015-01-10,3 Bedroom Properties,22,301157
0,Albany Park,2015-01-10,4 Bedroom Properties,17,425506
0,Albany Park,2015-01-10,4 Bedroom Properties,16,426524
0,Albany Park,2015-01-10,5 Bedroom Properties,5,450356
0,Albany Park,2015-01-10,5 Bedroom Properties,6,451369
0,Albany Park,2015-01-10,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-17,All Properties,75,285103
0,Albany Park,2015-01-17,1 Bedroom Properties,3,89633
0,Albany Park,2015-01-17,1 Bedroom Properties,2,89450
0,Albany Park,2015-01-17,2 Bedroom Properties,26,141226
0,Albany Park,2015-01-17,3 Bedroom Properties,22,326288
0,Albany Park,2015-01-17,3 Bedroom Properties,21,318006
0,Albany Park,2015-01-17,4 Bedroom Properties,15,428104
0,Albany Park,2015-01-17,4 Bedroom Properties,17,426926
0,Albany Park,2015-01-17,5 Bedroom Properties,5,449680
0,Albany Park,2015-01-17,5 Bedroom Properties,5,449680
0,Albany Park,2015-01-17,6 Bedroom Properties,1,349000
0,Albany Park,2015-01-17,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-17,All Properties,77,286440
0,Albany Park,2015-01-17,1 Bedroom Properties,3,89633
0,Albany Park,2015-01-17,1 Bedroom Properties,2,89450
0,Albany Park,2015-01-17,2 Bedroom Properties,26,141226
0,Albany Park,2015-01-17,3 Bedroom Properties,22,326288
0,Albany Park,2015-01-17,3 Bedroom Properties,21,318006
0,Albany Park,2015-01-17,4 Bedroom Properties,15,428104
0,Albany Park,2015-01-17,4 Bedroom Properties,17,426926
0,Albany Park,2015-01-17,5 Bedroom Properties,5,449680
0,Albany Park,2015-01-17,5 Bedroom Properties,5,449680
0,Albany Park,2015-01-17,6 Bedroom Properties,1,349000
0,Albany Park,2015-01-17,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-24,All Properties,80,285300
0,Albany Park,2015-01-24,1 Bedroom Properties,4,83971
0,Albany Park,2015-01-24,1 Bedroom Properties,2,88056
0,Albany Park,2015-01-24,2 Bedroom Properties,29,141648
0,Albany Park,2015-01-24,3 Bedroom Properties,22,332802
0,Albany Park,2015-01-24,3 Bedroom Properties,21,334052
0,Albany Park,2015-01-24,4 Bedroom Properties,15,413704
0,Albany Park,2015-01-24,4 Bedroom Properties,16,408981
0,Albany Park,2015-01-24,5 Bedroom Properties,6,524483
0,Albany Park,2015-01-24,5 Bedroom Properties,6,466317
0,Albany Park,2015-01-24,6 Bedroom Properties,1,349000
0,Albany Park,2015-01-24,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-24,All Properties,81,286144
0,Albany Park,2015-01-24,1 Bedroom Properties,4,83971
0,Albany Park,2015-01-24,1 Bedroom Properties,2,88056
0,Albany Park,2015-01-24,2 Bedroom Properties,29,141648
0,Albany Park,2015-01-24,3 Bedroom Properties,22,332802
0,Albany Park,2015-01-24,3 Bedroom Properties,21,334052
0,Albany Park,2015-01-24,4 Bedroom Properties,15,413704
0,Albany Park,2015-01-24,4 Bedroom Properties,16,408981
0,Albany Park,2015-01-24,5 Bedroom Properties,6,524483
0,Albany Park,2015-01-24,5 Bedroom Properties,6,466317
0,Albany Park,2015-01-24,6 Bedroom Properties,1,349000
0,Albany Park,2015-01-24,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-31,All Properties,86,280559
0,Albany Park,2015-01-31,1 Bedroom Properties,5,83023
0,Albany Park,2015-01-31,1 Bedroom Properties,5,84140
0,Albany Park,2015-01-31,2 Bedroom Properties,34,144890
0,Albany Park,2015-01-31,3 Bedroom Properties,22,327461
0,Albany Park,2015-01-31,3 Bedroom Properties,23,328519
0,Albany Park,2015-01-31,4 Bedroom Properties,16,419454
0,Albany Park,2015-01-31,4 Bedroom Properties,15,430476
0,Albany Park,2015-01-31,5 Bedroom Properties,6,528461
0,Albany Park,2015-01-31,5 Bedroom Properties,6,572983
0,Albany Park,2015-01-31,7 Bedroom Properties,1,419900
0,Albany Park,2015-01-31,All Properties,88,278016
0,Albany Park,2015-01-31,1 Bedroom Properties,5,83023
0,Albany Park,2015-01-31,1 Bedroom Properties,5,84140
0,Albany Park,2015-01-31,2 Bedroom Properties,34,144890
0,Albany Park,2015-01-31,3 Bedroom Properties,22,327461
0,Albany Park,2015-01-31,3 Bedroom Properties,23,328519
0,Albany Park,2015-01-31,4 Bedroom Properties,16,419454
0,Albany Park,2015-01-31,4 Bedroom Properties,15,430476
0,Albany Park,2015-01-31,5 Bedroom Properties,6,528461
0,Albany Park,2015-01-31,5 Bedroom Properties,6,572983
0,Albany Park,2015-01-31,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-07,All Properties,89,281720
0,Albany Park,2015-02-07,1 Bedroom Properties,4,83163
0,Albany Park,2015-02-07,1 Bedroom Properties,4,83041
0,Albany Park,2015-02-07,2 Bedroom Properties,34,144054
0,Albany Park,2015-02-07,3 Bedroom Properties,23,315958
0,Albany Park,2015-02-07,4 Bedroom Properties,17,438276
0,Albany Park,2015-02-07,4 Bedroom Properties,17,437432
0,Albany Park,2015-02-07,5 Bedroom Properties,7,585868
0,Albany Park,2015-02-07,5 Bedroom Properties,7,546243
0,Albany Park,2015-02-07,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-07,All Properties,89,285480
0,Albany Park,2015-02-07,1 Bedroom Properties,4,83163
0,Albany Park,2015-02-07,1 Bedroom Properties,4,83041
0,Albany Park,2015-02-07,2 Bedroom Properties,34,144054
0,Albany Park,2015-02-07,3 Bedroom Properties,23,315958
0,Albany Park,2015-02-07,4 Bedroom Properties,17,438276
0,Albany Park,2015-02-07,4 Bedroom Properties,17,437432
0,Albany Park,2015-02-07,5 Bedroom Properties,7,585868
0,Albany Park,2015-02-07,5 Bedroom Properties,7,546243
0,Albany Park,2015-02-07,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-14,All Properties,88,287652
0,Albany Park,2015-02-14,1 Bedroom Properties,4,82675
0,Albany Park,2015-02-14,1 Bedroom Properties,4,82675
0,Albany Park,2015-02-14,2 Bedroom Properties,33,147099
0,Albany Park,2015-02-14,3 Bedroom Properties,24,298930
0,Albany Park,2015-02-14,4 Bedroom Properties,16,461728
0,Albany Park,2015-02-14,4 Bedroom Properties,16,461379
0,Albany Park,2015-02-14,5 Bedroom Properties,6,651483
0,Albany Park,2015-02-14,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-14,All Properties,85,293400
0,Albany Park,2015-02-14,1 Bedroom Properties,4,82675
0,Albany Park,2015-02-14,1 Bedroom Properties,4,82675
0,Albany Park,2015-02-14,2 Bedroom Properties,33,147099
0,Albany Park,2015-02-14,3 Bedroom Properties,24,298930
0,Albany Park,2015-02-14,4 Bedroom Properties,16,461728
0,Albany Park,2015-02-14,4 Bedroom Properties,16,461379
0,Albany Park,2015-02-14,5 Bedroom Properties,6,651483
0,Albany Park,2015-02-14,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-21,All Properties,66,279785
0,Albany Park,2015-02-21,1 Bedroom Properties,2,77067
0,Albany Park,2015-02-21,1 Bedroom Properties,3,81270
0,Albany Park,2015-02-21,2 Bedroom Properties,34,179041
0,Albany Park,2015-02-21,2 Bedroom Properties,35,186929
0,Albany Park,2015-02-21,3 Bedroom Properties,19,314767
0,Albany Park,2015-02-21,3 Bedroom Properties,19,308163
0,Albany Park,2015-02-21,4 Bedroom Properties,15,477471
0,Albany Park,2015-02-21,4 Bedroom Properties,9,479657
0,Albany Park,2015-02-21,5 Bedroom Properties,2,987712
0,Albany Park,2015-02-21,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-21,All Properties,72,288052
0,Albany Park,2015-02-21,1 Bedroom Properties,2,77067
0,Albany Park,2015-02-21,1 Bedroom Properties,3,81270
0,Albany Park,2015-02-21,2 Bedroom Properties,34,179041
0,Albany Park,2015-02-21,2 Bedroom Properties,35,186929
0,Albany Park,2015-02-21,3 Bedroom Properties,19,314767
0,Albany Park,2015-02-21,3 Bedroom Properties,19,308163
0,Albany Park,2015-02-21,4 Bedroom Properties,15,477471
0,Albany Park,2015-02-21,4 Bedroom Properties,9,479657
0,Albany Park,2015-02-21,5 Bedroom Properties,2,987712
0,Albany Park,2015-02-21,7 Bedroom Properties,1,419900
0,Albany Park,2015-02-28,All Properties,63,267543
0,Albany Park,2015-02-28,1 Bedroom Properties,3,76400
0,Albany Park,2015-02-28,1 Bedroom Properties,3,79567
0,Albany Park,2015-02-28,2 Bedroom Properties,38,181403
0,Albany Park,2015-02-28,2 Bedroom Properties,31,201905
0,Albany Park,2015-02-28,3 Bedroom Properties,18,314325
0,Albany Park,2015-02-28,4 Bedroom Properties,6,434563
0,Albany Park,2015-02-28,4 Bedroom Properties,7,434296
0,Albany Park,2015-02-28,5 Bedroom Properties,1,1150000
0,Albany Park,2015-02-28,All Properties,63,267493
0,Albany Park,2015-02-28,1 Bedroom Properties,3,76400
0,Albany Park,2015-02-28,1 Bedroom Properties,3,79567
0,Albany Park,2015-02-28,2 Bedroom Properties,38,181403
0,Albany Park,2015-02-28,2 Bedroom Properties,31,201905
0,Albany Park,2015-02-28,3 Bedroom Properties,18,314325
0,Albany Park,2015-02-28,4 Bedroom Properties,6,434563
0,Albany Park,2015-02-28,4 Bedroom Properties,7,434296
0,Albany Park,2015-02-28,5 Bedroom Properties,1,1150000
0,Albany Park,2015-03-07,All Properties,55,269325
0,Albany Park,2015-03-07,1 Bedroom Properties,3,78900
0,Albany Park,2015-03-07,1 Bedroom Properties,3,78900
0,Albany Park,2015-03-07,2 Bedroom Properties,28,199061
0,Albany Park,2015-03-07,2 Bedroom Properties,28,198469
0,Albany Park,2015-03-07,3 Bedroom Properties,16,310888
0,Albany Park,2015-03-07,4 Bedroom Properties,6,444752
0,Albany Park,2015-03-07,4 Bedroom Properties,5,457562
0,Albany Park,2015-03-07,5 Bedroom Properties,1,1150000
0,Albany Park,2015-03-07,All Properties,50,268030
0,Albany Park,2015-03-07,1 Bedroom Properties,3,78900
0,Albany Park,2015-03-07,1 Bedroom Properties,3,78900
0,Albany Park,2015-03-07,2 Bedroom Properties,28,199061
0,Albany Park,2015-03-07,2 Bedroom Properties,28,198469
0,Albany Park,2015-03-07,3 Bedroom Properties,16,310888
0,Albany Park,2015-03-07,4 Bedroom Properties,6,444752
0,Albany Park,2015-03-07,4 Bedroom Properties,5,457562
0,Albany Park,2015-03-07,5 Bedroom Properties,1,1150000
0,Albany Park,2015-03-14,All Properties,64,291686
0,Albany Park,2015-03-14,1 Bedroom Properties,4,89316
0,Albany Park,2015-03-14,1 Bedroom Properties,4,84731
0,Albany Park,2015-03-14,2 Bedroom Properties,27,215677
0,Albany Park,2015-03-14,2 Bedroom Properties,25,222248
0,Albany Park,2015-03-14,3 Bedroom Properties,17,313609
0,Albany Park,2015-03-14,3 Bedroom Properties,19,380584
0,Albany Park,2015-03-14,4 Bedroom Properties,6,410257
0,Albany Park,2015-03-14,4 Bedroom Properties,6,402992
0,Albany Park,2015-03-14,5 Bedroom Properties,1,1150000
0,Albany Park,2015-03-14,All Properties,55,275781
0,Albany Park,2015-03-14,1 Bedroom Properties,4,89316
0,Albany Park,2015-03-14,1 Bedroom Properties,4,84731
0,Albany Park,2015-03-14,2 Bedroom Properties,27,215677
0,Albany Park,2015-03-14,2 Bedroom Properties,25,222248
0,Albany Park,2015-03-14,3 Bedroom Properties,17,313609
0,Albany Park,2015-03-14,3 Bedroom Properties,19,380584
0,Albany Park,2015-03-14,4 Bedroom Properties,6,410257
0,Albany Park,2015-03-14,4 Bedroom Properties,6,402992
0,Albany Park,2015-03-14,5 Bedroom Properties,1,1150000
0,Albany Park,2015-03-21,All Properties,60,288355
0,Albany Park,2015-03-21,1 Bedroom Properties,3,88875
0,Albany Park,2015-03-21,1 Bedroom Properties,4,90451
0,Albany Park,2015-03-21,2 Bedroom Properties,33,228344
0,Albany Park,2015-03-21,2 Bedroom Properties,26,230876
0,Albany Park,2015-03-21,3 Bedroom Properties,21,329130
0,Albany Park,2015-03-21,4 Bedroom Properties,6,439550
0,Albany Park,2015-03-21,4 Bedroom Properties,6,449841
0,Albany Park,2015-03-21,5 Bedroom Properties,1,1113571
0,Albany Park,2015-03-21,All Properties,62,291250
0,Albany Park,2015-03-21,1 Bedroom Properties,3,88875
0,Albany Park,2015-03-21,1 Bedroom Properties,4,90451
0,Albany Park,2015-03-21,2 Bedroom Properties,33,228344
0,Albany Park,2015-03-21,2 Bedroom Properties,26,230876
0,Albany Park,2015-03-21,3 Bedroom Properties,21,329130
0,Albany Park,2015-03-21,4 Bedroom Properties,6,439550
0,Albany Park,2015-03-21,4 Bedroom Properties,6,449841
0,Albany Park,2015-03-21,5 Bedroom Properties,1,1113571
0,Albany Park,2015-03-28,All Properties,70,306359
0,Albany Park,2015-03-28,1 Bedroom Properties,4,90225
0,Albany Park,2015-03-28,1 Bedroom Properties,4,88028
0,Albany Park,2015-03-28,2 Bedroom Properties,35,214524
0,Albany Park,2015-03-28,2 Bedroom Properties,38,221023
0,Albany Park,2015-03-28,3 Bedroom Properties,23,374953
0,Albany Park,2015-03-28,3 Bedroom Properties,20,387240
0,Albany Park,2015-03-28,4 Bedroom Properties,7,445493
0,Albany Park,2015-03-28,4 Bedroom Properties,7,447147
0,Albany Park,2015-03-28,5 Bedroom Properties,2,983583
0,Albany Park,2015-03-28,5 Bedroom Properties,2,787000
0,Albany Park,2015-03-28,All Properties,74,299023
0,Albany Park,2015-03-28,1 Bedroom Properties,4,90225
0,Albany Park,2015-03-28,1 Bedroom Properties,4,88028
0,Albany Park,2015-03-28,2 Bedroom Properties,35,214524
0,Albany Park,2015-03-28,2 Bedroom Properties,38,221023
0,Albany Park,2015-03-28,3 Bedroom Properties,23,374953
0,Albany Park,2015-03-28,3 Bedroom Properties,20,387240
0,Albany Park,2015-03-28,4 Bedroom Properties,7,445493
0,Albany Park,2015-03-28,4 Bedroom Properties,7,447147
0,Albany Park,2015-03-28,5 Bedroom Properties,2,983583
0,Albany Park,2015-03-28,5 Bedroom Properties,2,787000
0,Albany Park,2015-04-04,All Properties,56,293171
0,Albany Park,2015-04-04,1 Bedroom Properties,3,83633
0,Albany Park,2015-04-04,1 Bedroom Properties,2,88081
0,Albany Park,2015-04-04,2 Bedroom Properties,31,205363
0,Albany Park,2015-04-04,3 Bedroom Properties,16,398407
0,Albany Park,2015-04-04,4 Bedroom Properties,6,448099
0,Albany Park,2015-04-04,4 Bedroom Properties,7,430558
0,Albany Park,2015-04-04,5 Bedroom Properties,1,895000
0,Albany Park,2015-04-04,All Properties,58,298089
0,Albany Park,2015-04-04,1 Bedroom Properties,3,83633
0,Albany Park,2015-04-04,1 Bedroom Properties,2,88081
0,Albany Park,2015-04-04,2 Bedroom Properties,31,205363
0,Albany Park,2015-04-04,3 Bedroom Properties,16,398407
0,Albany Park,2015-04-04,4 Bedroom Properties,6,448099
0,Albany Park,2015-04-04,4 Bedroom Properties,7,430558
0,Albany Park,2015-04-04,5 Bedroom Properties,1,895000
0,Albany Park,2015-04-11,All Properties,50,297429
0,Albany Park,2015-04-11,1 Bedroom Properties,2,77450
0,Albany Park,2015-04-11,1 Bedroom Properties,1,84380
0,Albany Park,2015-04-11,2 Bedroom Properties,27,217400
0,Albany Park,2015-04-11,2 Bedroom Properties,27,227733
0,Albany Park,2015-04-11,3 Bedroom Properties,15,358500
0,Albany Park,2015-04-11,3 Bedroom Properties,16,356687
0,Albany Park,2015-04-11,4 Bedroom Properties,5,444288
0,Albany Park,2015-04-11,4 Bedroom Properties,5,426740
0,Albany Park,2015-04-11,5 Bedroom Properties,1,1011571
0,Albany Park,2015-04-11,6 Bedroom Properties,1,877000
0,Albany Park,2015-04-18,All Properties,47,278632
0,Albany Park,2015-04-18,1 Bedroom Properties,2,77450
0,Albany Park,2015-04-18,1 Bedroom Properties,2,77450
0,Albany Park,2015-04-18,2 Bedroom Properties,27,226734
0,Albany Park,2015-04-18,2 Bedroom Properties,27,221578
0,Albany Park,2015-04-18,3 Bedroom Properties,15,328416
0,Albany Park,2015-04-18,4 Bedroom Properties,5,446793
