,neighborhood,date,type,number,price
0,Washington Heights - Brainerd,2015-01-17,5 Bedroom Properties,10,153610
0,Washington Heights - Brainerd,2015-01-17,6 Bedroom Properties,2,52263
0,Washington Heights - Brainerd,2015-01-17,6 Bedroom Properties,2,56450
0,Washington Heights - Brainerd,2015-01-17,All Properties,103,105604
0,Washington Heights - Brainerd,2015-01-17,2 Bedroom Properties,14,62296
0,Washington Heights - Brainerd,2015-01-17,2 Bedroom Properties,14,61428
0,Washington Heights - Brainerd,2015-01-17,3 Bedroom Properties,48,103518
0,Washington Heights - Brainerd,2015-01-17,3 Bedroom Properties,47,102813
0,Washington Heights - Brainerd,2015-01-17,4 Bedroom Properties,28,120277
0,Washington Heights - Brainerd,2015-01-17,4 Bedroom Properties,27,122108
0,Washington Heights - Brainerd,2015-01-17,4 Bedroom Properties,28,121479
0,Washington Heights - Brainerd,2015-01-17,5 Bedroom Properties,10,153610
0,Washington Heights - Brainerd,2015-01-17,5 Bedroom Properties,10,153610
0,Washington Heights - Brainerd,2015-01-17,6 Bedroom Properties,2,52263
0,Washington Heights - Brainerd,2015-01-17,6 Bedroom Properties,2,56450
0,Washington Heights - Brainerd,2015-01-17,All Properties,102,106237
0,Washington Heights - Brainerd,2015-01-17,2 Bedroom Properties,14,62296
0,Washington Heights - Brainerd,2015-01-17,2 Bedroom Properties,14,61428
0,Washington Heights - Brainerd,2015-01-17,3 Bedroom Properties,48,103518
0,Washington Heights - Brainerd,2015-01-17,3 Bedroom Properties,47,102813
0,Washington Heights - Brainerd,2015-01-17,4 Bedroom Properties,28,120277
0,Washington Heights - Brainerd,2015-01-17,4 Bedroom Properties,27,122108
0,Washington Heights - Brainerd,2015-01-17,4 Bedroom Properties,28,121479
0,Washington Heights - Brainerd,2015-01-17,5 Bedroom Properties,10,153610
0,Washington Heights - Brainerd,2015-01-17,5 Bedroom Properties,10,153610
0,Washington Heights - Brainerd,2015-01-17,6 Bedroom Properties,2,52263
0,Washington Heights - Brainerd,2015-01-17,6 Bedroom Properties,2,56450
0,Washington Heights - Brainerd,2015-01-24,All Properties,100,109343
0,Washington Heights - Brainerd,2015-01-24,2 Bedroom Properties,13,60458
0,Washington Heights - Brainerd,2015-01-24,2 Bedroom Properties,13,60873
0,Washington Heights - Brainerd,2015-01-24,3 Bedroom Properties,49,105378
0,Washington Heights - Brainerd,2015-01-24,3 Bedroom Properties,52,113237
0,Washington Heights - Brainerd,2015-01-24,3 Bedroom Properties,51,133020
0,Washington Heights - Brainerd,2015-01-24,4 Bedroom Properties,25,123140
0,Washington Heights - Brainerd,2015-01-24,4 Bedroom Properties,26,123648
0,Washington Heights - Brainerd,2015-01-24,4 Bedroom Properties,25,137034
0,Washington Heights - Brainerd,2015-01-24,5 Bedroom Properties,12,183809
0,Washington Heights - Brainerd,2015-01-24,5 Bedroom Properties,11,163366
0,Washington Heights - Brainerd,2015-01-24,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-01-24,All Properties,101,118616
0,Washington Heights - Brainerd,2015-01-24,2 Bedroom Properties,13,60458
0,Washington Heights - Brainerd,2015-01-24,2 Bedroom Properties,13,60873
0,Washington Heights - Brainerd,2015-01-24,3 Bedroom Properties,49,105378
0,Washington Heights - Brainerd,2015-01-24,3 Bedroom Properties,52,113237
0,Washington Heights - Brainerd,2015-01-24,3 Bedroom Properties,51,133020
0,Washington Heights - Brainerd,2015-01-24,4 Bedroom Properties,25,123140
0,Washington Heights - Brainerd,2015-01-24,4 Bedroom Properties,26,123648
0,Washington Heights - Brainerd,2015-01-24,4 Bedroom Properties,25,137034
0,Washington Heights - Brainerd,2015-01-24,5 Bedroom Properties,12,183809
0,Washington Heights - Brainerd,2015-01-24,5 Bedroom Properties,11,163366
0,Washington Heights - Brainerd,2015-01-24,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-01-31,All Properties,109,138423
0,Washington Heights - Brainerd,2015-01-31,2 Bedroom Properties,14,64935
0,Washington Heights - Brainerd,2015-01-31,2 Bedroom Properties,14,65546
0,Washington Heights - Brainerd,2015-01-31,3 Bedroom Properties,54,137670
0,Washington Heights - Brainerd,2015-01-31,3 Bedroom Properties,55,135313
0,Washington Heights - Brainerd,2015-01-31,3 Bedroom Properties,55,134949
0,Washington Heights - Brainerd,2015-01-31,4 Bedroom Properties,25,144213
0,Washington Heights - Brainerd,2015-01-31,4 Bedroom Properties,26,139754
0,Washington Heights - Brainerd,2015-01-31,4 Bedroom Properties,26,140409
0,Washington Heights - Brainerd,2015-01-31,5 Bedroom Properties,14,212091
0,Washington Heights - Brainerd,2015-01-31,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-01-31,All Properties,109,137561
0,Washington Heights - Brainerd,2015-01-31,2 Bedroom Properties,14,64935
0,Washington Heights - Brainerd,2015-01-31,2 Bedroom Properties,14,65546
0,Washington Heights - Brainerd,2015-01-31,3 Bedroom Properties,54,137670
0,Washington Heights - Brainerd,2015-01-31,3 Bedroom Properties,55,135313
0,Washington Heights - Brainerd,2015-01-31,3 Bedroom Properties,55,134949
0,Washington Heights - Brainerd,2015-01-31,4 Bedroom Properties,25,144213
0,Washington Heights - Brainerd,2015-01-31,4 Bedroom Properties,26,139754
0,Washington Heights - Brainerd,2015-01-31,4 Bedroom Properties,26,140409
0,Washington Heights - Brainerd,2015-01-31,5 Bedroom Properties,14,212091
0,Washington Heights - Brainerd,2015-01-31,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-02-07,All Properties,106,140373
0,Washington Heights - Brainerd,2015-02-07,2 Bedroom Properties,13,71577
0,Washington Heights - Brainerd,2015-02-07,2 Bedroom Properties,14,66682
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,140562
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,137798
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,139701
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,24,143787
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,23,142339
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,23,145103
0,Washington Heights - Brainerd,2015-02-07,5 Bedroom Properties,14,210978
0,Washington Heights - Brainerd,2015-02-07,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-02-07,All Properties,105,140972
0,Washington Heights - Brainerd,2015-02-07,2 Bedroom Properties,13,71577
0,Washington Heights - Brainerd,2015-02-07,2 Bedroom Properties,14,66682
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,140562
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,137798
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,139701
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,24,143787
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,23,142339
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,23,145103
0,Washington Heights - Brainerd,2015-02-07,5 Bedroom Properties,14,210978
0,Washington Heights - Brainerd,2015-02-07,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-02-07,All Properties,106,138934
0,Washington Heights - Brainerd,2015-02-07,2 Bedroom Properties,13,71577
0,Washington Heights - Brainerd,2015-02-07,2 Bedroom Properties,14,66682
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,140562
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,137798
0,Washington Heights - Brainerd,2015-02-07,3 Bedroom Properties,53,139701
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,24,143787
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,23,142339
0,Washington Heights - Brainerd,2015-02-07,4 Bedroom Properties,23,145103
0,Washington Heights - Brainerd,2015-02-07,5 Bedroom Properties,14,210978
0,Washington Heights - Brainerd,2015-02-07,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-02-14,All Properties,102,144041
0,Washington Heights - Brainerd,2015-02-14,2 Bedroom Properties,13,68366
0,Washington Heights - Brainerd,2015-02-14,2 Bedroom Properties,13,68046
0,Washington Heights - Brainerd,2015-02-14,3 Bedroom Properties,50,145804
0,Washington Heights - Brainerd,2015-02-14,3 Bedroom Properties,50,146348
0,Washington Heights - Brainerd,2015-02-14,4 Bedroom Properties,23,146434
0,Washington Heights - Brainerd,2015-02-14,5 Bedroom Properties,12,236300
0,Washington Heights - Brainerd,2015-02-14,5 Bedroom Properties,14,212179
0,Washington Heights - Brainerd,2015-02-14,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-02-14,All Properties,101,144634
0,Washington Heights - Brainerd,2015-02-14,2 Bedroom Properties,13,68366
0,Washington Heights - Brainerd,2015-02-14,2 Bedroom Properties,13,68046
0,Washington Heights - Brainerd,2015-02-14,3 Bedroom Properties,50,145804
0,Washington Heights - Brainerd,2015-02-14,3 Bedroom Properties,50,146348
0,Washington Heights - Brainerd,2015-02-14,4 Bedroom Properties,23,146434
0,Washington Heights - Brainerd,2015-02-14,5 Bedroom Properties,12,236300
0,Washington Heights - Brainerd,2015-02-14,5 Bedroom Properties,14,212179
0,Washington Heights - Brainerd,2015-02-14,6 Bedroom Properties,1,41000
0,Washington Heights - Brainerd,2015-02-21,All Properties,67,117039
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,18,110674
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,16,85556
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,18,107050
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,40,128210
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,32,112492
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,33,110076
0,Washington Heights - Brainerd,2015-02-21,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-21,4 Bedroom Properties,8,127449
0,Washington Heights - Brainerd,2015-02-21,5 Bedroom Properties,8,167217
0,Washington Heights - Brainerd,2015-02-21,5 Bedroom Properties,4,107083
0,Washington Heights - Brainerd,2015-02-21,6 Bedroom Properties,1,38500
0,Washington Heights - Brainerd,2015-02-21,All Properties,61,107507
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,18,110674
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,16,85556
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,18,107050
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,40,128210
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,32,112492
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,33,110076
0,Washington Heights - Brainerd,2015-02-21,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-21,4 Bedroom Properties,8,127449
0,Washington Heights - Brainerd,2015-02-21,5 Bedroom Properties,8,167217
0,Washington Heights - Brainerd,2015-02-21,5 Bedroom Properties,4,107083
0,Washington Heights - Brainerd,2015-02-21,6 Bedroom Properties,1,38500
0,Washington Heights - Brainerd,2015-02-21,All Properties,58,108925
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,18,110674
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,16,85556
0,Washington Heights - Brainerd,2015-02-21,2 Bedroom Properties,18,107050
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,40,128210
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,32,112492
0,Washington Heights - Brainerd,2015-02-21,3 Bedroom Properties,33,110076
0,Washington Heights - Brainerd,2015-02-21,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-21,4 Bedroom Properties,8,127449
0,Washington Heights - Brainerd,2015-02-21,5 Bedroom Properties,8,167217
0,Washington Heights - Brainerd,2015-02-21,5 Bedroom Properties,4,107083
0,Washington Heights - Brainerd,2015-02-21,6 Bedroom Properties,1,38500
0,Washington Heights - Brainerd,2015-02-28,All Properties,54,104790
0,Washington Heights - Brainerd,2015-02-28,2 Bedroom Properties,16,100941
0,Washington Heights - Brainerd,2015-02-28,2 Bedroom Properties,17,104226
0,Washington Heights - Brainerd,2015-02-28,3 Bedroom Properties,29,106934
0,Washington Heights - Brainerd,2015-02-28,3 Bedroom Properties,32,109542
0,Washington Heights - Brainerd,2015-02-28,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-28,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-28,5 Bedroom Properties,3,99710
0,Washington Heights - Brainerd,2015-02-28,6 Bedroom Properties,1,36000
0,Washington Heights - Brainerd,2015-02-28,All Properties,59,108058
0,Washington Heights - Brainerd,2015-02-28,2 Bedroom Properties,16,100941
0,Washington Heights - Brainerd,2015-02-28,2 Bedroom Properties,17,104226
0,Washington Heights - Brainerd,2015-02-28,3 Bedroom Properties,29,106934
0,Washington Heights - Brainerd,2015-02-28,3 Bedroom Properties,32,109542
0,Washington Heights - Brainerd,2015-02-28,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-28,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-28,5 Bedroom Properties,3,99710
0,Washington Heights - Brainerd,2015-02-28,6 Bedroom Properties,1,36000
0,Washington Heights - Brainerd,2015-02-28,All Properties,55,105513
0,Washington Heights - Brainerd,2015-02-28,2 Bedroom Properties,16,100941
0,Washington Heights - Brainerd,2015-02-28,2 Bedroom Properties,17,104226
0,Washington Heights - Brainerd,2015-02-28,3 Bedroom Properties,29,106934
0,Washington Heights - Brainerd,2015-02-28,3 Bedroom Properties,32,109542
0,Washington Heights - Brainerd,2015-02-28,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-28,4 Bedroom Properties,4,122750
0,Washington Heights - Brainerd,2015-02-28,5 Bedroom Properties,3,99710
0,Washington Heights - Brainerd,2015-02-28,6 Bedroom Properties,1,36000
0,Washington Heights - Brainerd,2015-03-07,All Properties,45,108572
0,Washington Heights - Brainerd,2015-03-07,2 Bedroom Properties,13,98814
0,Washington Heights - Brainerd,2015-03-07,2 Bedroom Properties,14,102790
0,Washington Heights - Brainerd,2015-03-07,2 Bedroom Properties,11,101654
0,Washington Heights - Brainerd,2015-03-07,3 Bedroom Properties,29,107180
0,Washington Heights - Brainerd,2015-03-07,3 Bedroom Properties,28,106718
0,Washington Heights - Brainerd,2015-03-07,3 Bedroom Properties,25,110588
0,Washington Heights - Brainerd,2015-03-07,4 Bedroom Properties,4,128408
0,Washington Heights - Brainerd,2015-03-07,4 Bedroom Properties,5,122666
0,Washington Heights - Brainerd,2015-03-07,5 Bedroom Properties,2,97450
0,Washington Heights - Brainerd,2015-03-07,5 Bedroom Properties,1,128742
0,Washington Heights - Brainerd,2015-03-07,6 Bedroom Properties,1,36000
0,Washington Heights - Brainerd,2015-03-07,All Properties,49,105909
0,Washington Heights - Brainerd,2015-03-07,2 Bedroom Properties,13,98814
0,Washington Heights - Brainerd,2015-03-07,2 Bedroom Properties,14,102790
0,Washington Heights - Brainerd,2015-03-07,2 Bedroom Properties,11,101654
0,Washington Heights - Brainerd,2015-03-07,3 Bedroom Properties,29,107180
0,Washington Heights - Brainerd,2015-03-07,3 Bedroom Properties,28,106718
0,Washington Heights - Brainerd,2015-03-07,3 Bedroom Properties,25,110588
0,Washington Heights - Brainerd,2015-03-07,4 Bedroom Properties,4,128408
0,Washington Heights - Brainerd,2015-03-07,4 Bedroom Properties,5,122666
0,Washington Heights - Brainerd,2015-03-07,5 Bedroom Properties,2,97450
0,Washington Heights - Brainerd,2015-03-07,5 Bedroom Properties,1,128742
0,Washington Heights - Brainerd,2015-03-07,6 Bedroom Properties,1,36000
0,Washington Heights - Brainerd,2015-03-14,All Properties,44,115604
0,Washington Heights - Brainerd,2015-03-14,2 Bedroom Properties,13,91769
0,Washington Heights - Brainerd,2015-03-14,2 Bedroom Properties,13,107165
